T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26
discuss,emotion,consensus,monitor,consensus,consensus,plan,plan,consensus,coregulate,consensus,coregulate,cohesion,plan,consensus,synthesis,consensus,discuss,adapt,consensus,plan,plan,discuss,coregulate,discuss,coregulate
discuss,coregulate,emotion,cohesion,emotion,consensus,plan,monitor,plan,plan,consensus,coregulate,consensus,monitor,plan,monitor,discuss,discuss,adapt,consensus,consensus,plan,discuss,synthesis,,
monitor,plan,plan,plan,monitor,consensus,plan,consensus,,,,,,,,,,,,,,,,,,
consensus,monitor,discuss,synthesis,adapt,emotion,monitor,coregulate,discuss,coregulate,plan,consensus,plan,plan,plan,consensus,plan,cohesion,plan,discuss,synthesis,adapt,consensus,coregulate,,
plan,plan,plan,consensus,plan,plan,plan,consensus,coregulate,emotion,consensus,plan,consensus,coregulate,emotion,cohesion,emotion,,,,,,,,,
consensus,plan,emotion,consensus,consensus,plan,consensus,synthesis,adapt,cohesion,consensus,emotion,plan,emotion,cohesion,plan,consensus,coregulate,discuss,synthesis,consensus,coregulate,coregulate,discuss,synthesis,consensus
plan,plan,plan,,,,,,,,,,,,,,,,,,,,,,,
discuss,synthesis,consensus,discuss,consensus,discuss,emotion,consensus,coregulate,consensus,plan,plan,consensus,coregulate,plan,discuss,synthesis,consensus,coregulate,,,,,,,
cohesion,coregulate,plan,plan,plan,plan,consensus,plan,plan,emotion,consensus,plan,emotion,cohesion,consensus,coregulate,,,,,,,,,,
discuss,adapt,consensus,discuss,synthesis,consensus,plan,discuss,emotion,monitor,discuss,discuss,consensus,plan,discuss,plan,plan,consensus,plan,plan,plan,discuss,consensus,coregulate,emotion,
plan,plan,plan,plan,consensus,coregulate,plan,plan,plan,consensus,,,,,,,,,,,,,,,,
synthesis,consensus,plan,consensus,plan,plan,plan,plan,consensus,plan,emotion,consensus,emotion,consensus,discuss,monitor,plan,plan,consensus,plan,plan,,,,,
plan,plan,plan,plan,consensus,plan,plan,,,,,,,,,,,,,,,,,,,
consensus,plan,,,,,,,,,,,,,,,,,,,,,,,,
plan,plan,discuss,emotion,consensus,discuss,emotion,discuss,coregulate,plan,consensus,discuss,emotion,cohesion,consensus,discuss,discuss,consensus,coregulate,consensus,plan,consensus,,,,
monitor,emotion,plan,,,,,,,,,,,,,,,,,,,,,,,
discuss,adapt,cohesion,monitor,discuss,emotion,monitor,discuss,discuss,adapt,,,,,,,,,,,,,,,,
synthesis,adapt,coregulate,plan,consensus,plan,emotion,emotion,plan,consensus,cohesion,,,,,,,,,,,,,,,
monitor,plan,discuss,discuss,emotion,consensus,plan,plan,,,,,,,,,,,,,,,,,,
monitor,emotion,coregulate,monitor,coregulate,discuss,discuss,consensus,plan,plan,consensus,coregulate,plan,emotion,discuss,monitor,discuss,emotion,cohesion,consensus,discuss,adapt,consensus,,,
discuss,adapt,discuss,synthesis,adapt,consensus,discuss,coregulate,discuss,synthesis,cohesion,consensus,plan,plan,plan,consensus,plan,consensus,,,,,,,,
discuss,synthesis,adapt,cohesion,plan,plan,plan,discuss,,,,,,,,,,,,,,,,,,
discuss,discuss,synthesis,adapt,consensus,discuss,synthesis,adapt,cohesion,plan,emotion,emotion,consensus,discuss,synthesis,consensus,emotion,consensus,,,,,,,,
plan,consensus,plan,plan,plan,emotion,,,,,,,,,,,,,,,,,,,,
plan,plan,consensus,plan,monitor,plan,,,,,,,,,,,,,,,,,,,,
consensus,discuss,coregulate,,,,,,,,,,,,,,,,,,,,,,,
plan,discuss,coregulate,plan,coregulate,emotion,discuss,adapt,consensus,coregulate,emotion,consensus,coregulate,emotion,discuss,emotion,,,,,,,,,,
plan,monitor,consensus,plan,consensus,consensus,coregulate,discuss,synthesis,consensus,monitor,discuss,discuss,consensus,discuss,discuss,monitor,discuss,coregulate,,,,,,,
discuss,synthesis,adapt,consensus,plan,monitor,consensus,consensus,plan,discuss,synthesis,discuss,discuss,discuss,synthesis,discuss,synthesis,cohesion,discuss,adapt,,,,,,
plan,plan,consensus,emotion,plan,consensus,plan,plan,plan,plan,consensus,plan,consensus,plan,consensus,consensus,plan,discuss,synthesis,consensus,plan,,,,,
plan,discuss,synthesis,adapt,cohesion,consensus,plan,consensus,consensus,plan,consensus,consensus,discuss,synthesis,adapt,consensus,plan,consensus,coregulate,consensus,plan,plan,cohesion,coregulate,emotion,
consensus,plan,,,,,,,,,,,,,,,,,,,,,,,,
monitor,discuss,coregulate,discuss,adapt,cohesion,consensus,coregulate,discuss,synthesis,cohesion,coregulate,emotion,consensus,plan,emotion,consensus,discuss,consensus,plan,discuss,discuss,synthesis,plan,plan,
monitor,plan,plan,plan,emotion,plan,emotion,cohesion,consensus,coregulate,discuss,consensus,coregulate,consensus,plan,emotion,emotion,cohesion,consensus,coregulate,discuss,,,,,
discuss,discuss,adapt,consensus,consensus,plan,plan,plan,plan,plan,,,,,,,,,,,,,,,,
monitor,emotion,consensus,consensus,plan,plan,plan,consensus,plan,coregulate,plan,consensus,plan,plan,discuss,monitor,discuss,emotion,consensus,discuss,discuss,adapt,consensus,monitor,plan,plan
monitor,discuss,discuss,discuss,adapt,consensus,plan,emotion,cohesion,cohesion,consensus,plan,,,,,,,,,,,,,,
consensus,plan,consensus,plan,plan,consensus,monitor,consensus,emotion,coregulate,plan,consensus,coregulate,plan,plan,,,,,,,,,,,
discuss,discuss,synthesis,coregulate,plan,plan,emotion,consensus,consensus,plan,monitor,plan,consensus,emotion,discuss,discuss,discuss,coregulate,plan,cohesion,,,,,,
monitor,coregulate,consensus,discuss,consensus,monitor,consensus,consensus,discuss,consensus,plan,discuss,coregulate,discuss,adapt,consensus,monitor,discuss,emotion,emotion,cohesion,consensus,,,,
consensus,consensus,plan,consensus,plan,plan,plan,plan,consensus,plan,plan,plan,plan,plan,discuss,coregulate,,,,,,,,,,
cohesion,discuss,adapt,consensus,plan,emotion,discuss,coregulate,discuss,,,,,,,,,,,,,,,,,
monitor,discuss,adapt,cohesion,consensus,plan,consensus,plan,discuss,discuss,,,,,,,,,,,,,,,,
consensus,coregulate,plan,consensus,plan,consensus,discuss,monitor,plan,discuss,discuss,discuss,coregulate,synthesis,consensus,plan,,,,,,,,,,
plan,plan,consensus,coregulate,plan,discuss,emotion,cohesion,monitor,emotion,consensus,,,,,,,,,,,,,,,
plan,plan,plan,plan,consensus,,,,,,,,,,,,,,,,,,,,,
consensus,plan,plan,plan,plan,,,,,,,,,,,,,,,,,,,,,
consensus,discuss,synthesis,,,,,,,,,,,,,,,,,,,,,,,
cohesion,consensus,plan,discuss,consensus,plan,plan,monitor,discuss,monitor,discuss,synthesis,consensus,discuss,consensus,plan,plan,consensus,coregulate,plan,emotion,consensus,plan,,,
plan,plan,consensus,plan,consensus,consensus,,,,,,,,,,,,,,,,,,,,
cohesion,plan,consensus,plan,plan,consensus,consensus,plan,monitor,coregulate,emotion,,,,,,,,,,,,,,,
consensus,consensus,coregulate,plan,discuss,adapt,cohesion,plan,consensus,coregulate,,,,,,,,,,,,,,,,
consensus,discuss,synthesis,adapt,emotion,cohesion,consensus,coregulate,consensus,plan,consensus,consensus,coregulate,consensus,coregulate,discuss,coregulate,discuss,,,,,,,,
monitor,discuss,consensus,coregulate,emotion,cohesion,consensus,coregulate,,,,,,,,,,,,,,,,,,
monitor,plan,consensus,emotion,cohesion,plan,emotion,cohesion,consensus,plan,monitor,consensus,plan,monitor,discuss,adapt,,,,,,,,,,
monitor,consensus,plan,plan,emotion,cohesion,consensus,consensus,,,,,,,,,,,,,,,,,,
plan,consensus,,,,,,,,,,,,,,,,,,,,,,,,
consensus,discuss,adapt,cohesion,coregulate,consensus,plan,consensus,discuss,cohesion,consensus,coregulate,discuss,synthesis,,,,,,,,,,,,
emotion,plan,plan,cohesion,plan,plan,plan,plan,consensus,discuss,consensus,,,,,,,,,,,,,,,
coregulate,discuss,discuss,discuss,consensus,plan,,,,,,,,,,,,,,,,,,,,
consensus,plan,discuss,synthesis,emotion,plan,plan,plan,coregulate,consensus,consensus,plan,discuss,,,,,,,,,,,,,
plan,consensus,discuss,emotion,consensus,consensus,emotion,consensus,synthesis,consensus,consensus,plan,consensus,plan,consensus,plan,discuss,adapt,,,,,,,,
coregulate,monitor,emotion,emotion,coregulate,discuss,emotion,coregulate,plan,plan,consensus,consensus,plan,consensus,plan,plan,plan,plan,discuss,synthesis,consensus,monitor,,,,
monitor,consensus,plan,consensus,adapt,consensus,plan,plan,cohesion,plan,consensus,coregulate,emotion,discuss,emotion,cohesion,coregulate,consensus,plan,plan,consensus,plan,,,,
plan,emotion,,,,,,,,,,,,,,,,,,,,,,,,
discuss,discuss,emotion,consensus,coregulate,plan,plan,consensus,monitor,plan,discuss,consensus,,,,,,,,,,,,,,
consensus,consensus,consensus,coregulate,consensus,coregulate,emotion,emotion,plan,discuss,emotion,,,,,,,,,,,,,,,
emotion,cohesion,consensus,plan,consensus,emotion,discuss,consensus,plan,plan,emotion,monitor,coregulate,consensus,monitor,discuss,discuss,adapt,coregulate,plan,emotion,consensus,discuss,consensus,discuss,cohesion
monitor,coregulate,,,,,,,,,,,,,,,,,,,,,,,,
emotion,consensus,coregulate,plan,monitor,coregulate,discuss,synthesis,consensus,monitor,consensus,plan,consensus,emotion,cohesion,plan,coregulate,discuss,coregulate,plan,,,,,,
emotion,plan,,,,,,,,,,,,,,,,,,,,,,,,
monitor,plan,emotion,consensus,consensus,plan,monitor,coregulate,consensus,emotion,consensus,,,,,,,,,,,,,,,
emotion,consensus,coregulate,coregulate,emotion,consensus,coregulate,coregulate,emotion,,,,,,,,,,,,,,,,,
consensus,plan,plan,emotion,emotion,consensus,plan,plan,plan,consensus,synthesis,adapt,monitor,plan,discuss,coregulate,monitor,,,,,,,,,
discuss,consensus,consensus,plan,consensus,discuss,consensus,coregulate,coregulate,plan,plan,consensus,,,,,,,,,,,,,,
emotion,cohesion,,,,,,,,,,,,,,,,,,,,,,,,
plan,monitor,discuss,consensus,consensus,emotion,cohesion,discuss,synthesis,adapt,cohesion,consensus,coregulate,consensus,,,,,,,,,,,,
discuss,synthesis,adapt,consensus,coregulate,plan,monitor,discuss,,,,,,,,,,,,,,,,,,
cohesion,consensus,plan,monitor,consensus,emotion,plan,consensus,plan,plan,consensus,plan,consensus,plan,consensus,plan,monitor,discuss,discuss,consensus,plan,consensus,coregulate,emotion,discuss,synthesis
plan,plan,consensus,,,,,,,,,,,,,,,,,,,,,,,
discuss,consensus,coregulate,emotion,plan,emotion,coregulate,plan,consensus,plan,monitor,coregulate,discuss,synthesis,consensus,plan,discuss,emotion,discuss,,,,,,,
discuss,coregulate,plan,plan,cohesion,consensus,coregulate,adapt,emotion,plan,monitor,discuss,coregulate,consensus,coregulate,,,,,,,,,,,
discuss,emotion,cohesion,emotion,,,,,,,,,,,,,,,,,,,,,,
consensus,coregulate,discuss,emotion,,,,,,,,,,,,,,,,,,,,,,
monitor,plan,consensus,plan,consensus,adapt,consensus,emotion,consensus,coregulate,adapt,emotion,plan,monitor,discuss,synthesis,emotion,consensus,monitor,consensus,plan,plan,plan,,,
consensus,plan,consensus,plan,monitor,plan,plan,plan,plan,plan,consensus,monitor,discuss,synthesis,emotion,cohesion,coregulate,plan,emotion,discuss,,,,,,
monitor,cohesion,consensus,discuss,consensus,plan,plan,plan,emotion,cohesion,consensus,,,,,,,,,,,,,,,
discuss,coregulate,discuss,emotion,cohesion,consensus,coregulate,monitor,emotion,emotion,plan,consensus,discuss,discuss,plan,monitor,discuss,monitor,discuss,discuss,consensus,,,,,
discuss,consensus,plan,plan,plan,emotion,emotion,,,,,,,,,,,,,,,,,,,
plan,plan,consensus,emotion,cohesion,consensus,consensus,discuss,synthesis,adapt,consensus,coregulate,discuss,cohesion,plan,monitor,discuss,emotion,discuss,synthesis,,,,,,
plan,plan,plan,consensus,plan,coregulate,cohesion,consensus,plan,consensus,discuss,discuss,consensus,adapt,consensus,plan,consensus,plan,plan,discuss,synthesis,coregulate,,,,
discuss,consensus,coregulate,consensus,discuss,adapt,consensus,plan,plan,plan,plan,plan,consensus,plan,plan,consensus,coregulate,plan,plan,emotion,plan,plan,,,,
emotion,plan,plan,consensus,monitor,synthesis,consensus,monitor,cohesion,monitor,coregulate,emotion,emotion,cohesion,emotion,emotion,consensus,coregulate,plan,emotion,,,,,,
discuss,synthesis,coregulate,consensus,plan,plan,consensus,plan,plan,plan,consensus,plan,consensus,emotion,discuss,coregulate,emotion,emotion,,,,,,,,
plan,plan,consensus,coregulate,emotion,cohesion,monitor,consensus,monitor,plan,plan,plan,plan,emotion,discuss,discuss,discuss,,,,,,,,,
plan,plan,consensus,monitor,consensus,discuss,discuss,emotion,cohesion,consensus,plan,plan,discuss,synthesis,adapt,consensus,plan,consensus,discuss,discuss,discuss,adapt,consensus,coregulate,plan,consensus
plan,emotion,cohesion,plan,plan,consensus,emotion,cohesion,discuss,emotion,consensus,coregulate,consensus,discuss,adapt,consensus,coregulate,discuss,synthesis,,,,,,,
plan,plan,plan,plan,plan,plan,consensus,,,,,,,,,,,,,,,,,,,
monitor,plan,emotion,cohesion,discuss,,,,,,,,,,,,,,,,,,,,,
adapt,monitor,cohesion,consensus,,,,,,,,,,,,,,,,,,,,,,
coregulate,emotion,monitor,coregulate,plan,consensus,coregulate,coregulate,consensus,emotion,consensus,discuss,consensus,plan,emotion,consensus,monitor,consensus,consensus,emotion,,,,,,
monitor,discuss,coregulate,,,,,,,,,,,,,,,,,,,,,,,
consensus,coregulate,discuss,emotion,coregulate,cohesion,consensus,discuss,adapt,consensus,consensus,consensus,coregulate,consensus,coregulate,discuss,consensus,emotion,discuss,consensus,,,,,,
consensus,coregulate,consensus,coregulate,discuss,consensus,plan,plan,discuss,consensus,plan,plan,plan,,,,,,,,,,,,,
discuss,synthesis,adapt,consensus,consensus,plan,consensus,coregulate,monitor,cohesion,consensus,discuss,consensus,coregulate,plan,discuss,coregulate,discuss,adapt,cohesion,coregulate,plan,,,,
consensus,monitor,emotion,,,,,,,,,,,,,,,,,,,,,,,
cohesion,emotion,cohesion,,,,,,,,,,,,,,,,,,,,,,,
consensus,plan,plan,plan,consensus,plan,plan,plan,consensus,plan,plan,plan,plan,,,,,,,,,,,,,
consensus,discuss,consensus,plan,monitor,coregulate,,,,,,,,,,,,,,,,,,,,
coregulate,emotion,plan,monitor,discuss,discuss,consensus,discuss,synthesis,consensus,plan,plan,consensus,discuss,,,,,,,,,,,,
monitor,plan,plan,plan,consensus,coregulate,plan,plan,consensus,plan,coregulate,plan,consensus,,,,,,,,,,,,,
discuss,adapt,consensus,,,,,,,,,,,,,,,,,,,,,,,
discuss,synthesis,,,,,,,,,,,,,,,,,,,,,,,,
consensus,plan,plan,consensus,consensus,plan,consensus,consensus,plan,consensus,coregulate,discuss,adapt,cohesion,consensus,plan,plan,cohesion,consensus,plan,plan,plan,,,,
consensus,discuss,consensus,emotion,cohesion,consensus,plan,plan,emotion,emotion,consensus,plan,consensus,coregulate,monitor,discuss,monitor,,,,,,,,,
discuss,monitor,discuss,cohesion,coregulate,emotion,consensus,plan,plan,consensus,plan,plan,consensus,emotion,plan,emotion,plan,discuss,adapt,cohesion,consensus,plan,monitor,plan,monitor,
consensus,plan,coregulate,plan,plan,consensus,monitor,discuss,adapt,consensus,,,,,,,,,,,,,,,,
discuss,consensus,plan,consensus,coregulate,discuss,discuss,consensus,discuss,discuss,emotion,cohesion,emotion,discuss,adapt,cohesion,consensus,coregulate,plan,emotion,consensus,monitor,emotion,consensus,coregulate,plan
consensus,coregulate,discuss,coregulate,discuss,emotion,cohesion,consensus,plan,plan,cohesion,coregulate,emotion,cohesion,,,,,,,,,,,,
plan,plan,emotion,consensus,discuss,adapt,,,,,,,,,,,,,,,,,,,,
discuss,adapt,consensus,coregulate,discuss,monitor,coregulate,,,,,,,,,,,,,,,,,,,
consensus,discuss,adapt,consensus,emotion,,,,,,,,,,,,,,,,,,,,,
monitor,cohesion,plan,consensus,plan,consensus,plan,plan,consensus,coregulate,emotion,plan,discuss,discuss,consensus,consensus,plan,consensus,discuss,synthesis,consensus,plan,plan,,,
plan,consensus,coregulate,consensus,coregulate,,,,,,,,,,,,,,,,,,,,,
emotion,consensus,emotion,plan,emotion,plan,consensus,coregulate,consensus,consensus,emotion,consensus,emotion,,,,,,,,,,,,,
plan,plan,discuss,consensus,plan,,,,,,,,,,,,,,,,,,,,,
plan,plan,plan,discuss,adapt,cohesion,discuss,consensus,plan,,,,,,,,,,,,,,,,,
cohesion,coregulate,monitor,plan,plan,consensus,coregulate,discuss,consensus,consensus,plan,plan,consensus,plan,consensus,discuss,,,,,,,,,,
emotion,consensus,coregulate,synthesis,consensus,discuss,coregulate,discuss,consensus,coregulate,discuss,discuss,synthesis,plan,consensus,monitor,,,,,,,,,,
plan,emotion,plan,plan,,,,,,,,,,,,,,,,,,,,,,
emotion,consensus,plan,consensus,plan,emotion,consensus,plan,emotion,coregulate,discuss,consensus,,,,,,,,,,,,,,
emotion,consensus,consensus,coregulate,emotion,plan,monitor,emotion,cohesion,discuss,emotion,cohesion,consensus,plan,emotion,,,,,,,,,,,
monitor,discuss,emotion,cohesion,consensus,plan,plan,emotion,emotion,consensus,plan,emotion,cohesion,coregulate,discuss,synthesis,consensus,,,,,,,,,
discuss,synthesis,consensus,discuss,coregulate,plan,emotion,plan,plan,plan,consensus,discuss,discuss,synthesis,emotion,cohesion,monitor,plan,emotion,cohesion,,,,,,
emotion,cohesion,monitor,consensus,coregulate,discuss,consensus,coregulate,consensus,consensus,plan,consensus,plan,consensus,consensus,coregulate,plan,consensus,emotion,cohesion,consensus,discuss,discuss,emotion,consensus,coregulate
coregulate,plan,discuss,,,,,,,,,,,,,,,,,,,,,,,
discuss,consensus,plan,plan,plan,discuss,consensus,plan,consensus,discuss,synthesis,adapt,emotion,consensus,plan,plan,monitor,discuss,adapt,discuss,adapt,cohesion,consensus,plan,discuss,
discuss,adapt,cohesion,coregulate,discuss,synthesis,consensus,consensus,plan,consensus,plan,plan,plan,coregulate,consensus,,,,,,,,,,,
consensus,coregulate,plan,plan,plan,,,,,,,,,,,,,,,,,,,,,
monitor,discuss,consensus,,,,,,,,,,,,,,,,,,,,,,,
emotion,monitor,adapt,consensus,plan,plan,plan,consensus,coregulate,plan,plan,plan,consensus,plan,plan,consensus,emotion,consensus,plan,emotion,consensus,,,,,
consensus,synthesis,discuss,synthesis,emotion,cohesion,consensus,plan,consensus,coregulate,consensus,emotion,consensus,plan,plan,discuss,discuss,discuss,synthesis,emotion,plan,discuss,synthesis,adapt,consensus,
cohesion,consensus,emotion,cohesion,consensus,plan,consensus,emotion,consensus,coregulate,emotion,cohesion,consensus,plan,plan,consensus,consensus,plan,plan,discuss,synthesis,adapt,consensus,discuss,synthesis,adapt
consensus,coregulate,discuss,adapt,consensus,plan,plan,plan,plan,plan,consensus,plan,plan,plan,,,,,,,,,,,,
monitor,discuss,consensus,plan,,,,,,,,,,,,,,,,,,,,,,
plan,plan,,,,,,,,,,,,,,,,,,,,,,,,
consensus,consensus,plan,consensus,coregulate,emotion,cohesion,consensus,discuss,consensus,plan,plan,consensus,consensus,plan,plan,consensus,plan,,,,,,,,
emotion,consensus,plan,,,,,,,,,,,,,,,,,,,,,,,
monitor,consensus,discuss,consensus,discuss,cohesion,coregulate,monitor,emotion,cohesion,consensus,adapt,cohesion,consensus,,,,,,,,,,,,
discuss,discuss,,,,,,,,,,,,,,,,,,,,,,,,
cohesion,plan,consensus,monitor,discuss,synthesis,emotion,consensus,discuss,,,,,,,,,,,,,,,,,
monitor,consensus,consensus,emotion,plan,consensus,coregulate,monitor,plan,,,,,,,,,,,,,,,,,
discuss,consensus,plan,plan,emotion,plan,plan,monitor,discuss,coregulate,monitor,discuss,emotion,discuss,discuss,coregulate,,,,,,,,,,
monitor,emotion,discuss,consensus,plan,plan,consensus,,,,,,,,,,,,,,,,,,,
cohesion,emotion,monitor,,,,,,,,,,,,,,,,,,,,,,,
plan,emotion,emotion,cohesion,consensus,plan,consensus,,,,,,,,,,,,,,,,,,,
plan,plan,emotion,coregulate,discuss,consensus,plan,cohesion,consensus,coregulate,plan,discuss,discuss,,,,,,,,,,,,,
discuss,consensus,consensus,coregulate,emotion,consensus,discuss,consensus,plan,plan,plan,plan,plan,consensus,coregulate,plan,plan,plan,discuss,plan,cohesion,,,,,
consensus,coregulate,emotion,plan,consensus,plan,consensus,coregulate,plan,plan,monitor,plan,consensus,plan,monitor,plan,consensus,plan,emotion,consensus,consensus,emotion,cohesion,,,
consensus,coregulate,plan,plan,consensus,plan,consensus,discuss,coregulate,discuss,discuss,discuss,synthesis,consensus,,,,,,,,,,,,
emotion,cohesion,consensus,monitor,discuss,synthesis,consensus,plan,plan,plan,consensus,plan,plan,plan,plan,cohesion,plan,plan,,,,,,,,
monitor,coregulate,emotion,plan,,,,,,,,,,,,,,,,,,,,,,
